name,blurb,slug,category,name_len,name_len_clean,launched_at_weekday,deadline_hr,created_at_month,launched_at_hr,create_to_launch_days,launch_to_deadline_days,SuccessfulBool,usd_goal,category_success_rate,category_popularity,category_median_goal,goal_vs_cat_median,location_popularity,location_success_rate
Synth is a video synthesizer for the web,"Web app that hosts creative projects made with WebGL, Three.js, d3 and Famo.us with UI components inspired by analog signal processing.",synth-remix-audio-and-video-in-this-html5-webgl-sy,Apps,8.0,4.0,Monday,21,11,21,1,30,1,6.2166061010848646,0.2654109589041096,7.063903961472068,9.433563920090563,-1.4391139721072583,8.000014093678072,0.374916163648558
Learn Mobile Game Development by Building 15 Games,"Hands-on online course to learn iOS and Android Game Development from total scratch! Learn JavaScript, HTML5, Phaser and Cordova.",learn-mobile-game-development-by-building-15-games,Apps,8.0,7.0,Tuesday,9,11,9,76,30,1,8.04181120791811,0.2654109589041096,7.063903961472068,9.433563920090563,-0.8720264495453736,4.941642422609304,0.14184397163120568
Devslopes - ANYONE Can Learn to Code,Devslopes is the world's most effective and affordable platform to learn how to code,devslopes-anyone-can-learn-to-code,Apps,7.0,6.0,Tuesday,2,3,2,35,30,1,10.584081267024454,0.2654109589041096,7.063903961472068,9.433563920090563,0.7657084396745423,5.7745515455444085,0.33436532507739936
Kakaxi: Experience the story behind your food.,KAKAXI is a new social networking service that connects farmers and consumers. We empower communties through farm to fork connectivity.,kakaxi-experience-the-story-behind-your-food,Apps,7.0,5.0,Thursday,8,2,8,27,30,1,10.308985993422082,0.2654109589041096,7.063903961472068,9.433563920090563,0.6288337398666805,6.80128303447162,0.21666666666666667
TRIBUTE: The Most Meaningful Gift On Earth,"Tribute makes it easy to build beautiful, collaborative video montages that celebrate the people you care about on special occasions.",tribute-the-most-meaningful-gift-on-earth,Apps,7.0,7.0,Monday,23,11,23,10,31,1,10.308985993422082,0.2654109589041096,7.063903961472068,9.433563920090563,0.6288337398666805,7.323170717943469,0.4346965699208443
Know Your Numbers,Helping you memorize your most important contacts' phone numbers.,know-your-numbers,Apps,3.0,3.0,Monday,13,7,13,37,30,1,7.313886831633462,0.2654109589041096,7.063903961472068,9.433563920090563,-1.1377294991757865,5.958424693029782,0.2912371134020619
MeetNeu,"¡Imagina nunca quedarte sin plan!
 ¡Donde si tienes un par de horas libres puedas disfrutar lo que más te apasiona cerca de ti!",meetneu,Apps,1.0,1.0,Tuesday,9,11,9,10,35,1,7.788445983103647,0.2654109589041096,7.063903961472068,9.433563920090563,-0.9727156529691168,2.833213344056216,0.2777777777777778
Burst Your Filter Bubble With Read Across The Aisle,Discover the news that's been algorithmically hidden from your social media news feed,read-across-the-aisle,Apps,9.0,9.0,Thursday,1,12,15,28,29,1,8.412054873292933,0.2654109589041096,7.063903961472068,9.433563920090563,-0.7038442853781282,8.000014093678072,0.374916163648558
How to Make a Freaking iPhone App - iOS 9 Adventure Swift 2,An exciting class teaching you how to make iPhone apps using Apple's new programming language Swift2. Learn the new Xcode 7 for iOS9.,how-to-make-a-freaking-iphone-app-ios-9-adventure,Apps,13.0,11.0,Tuesday,23,6,9,10,45,1,6.621405651764134,0.2654109589041096,7.063903961472068,9.433563920090563,-1.3381955033787847,5.7745515455444085,0.33436532507739936
APPLE WATCH How to Make a Freaking iPhone App - iOS 8 Swift,*APPLE WATCH* Learn how to make iOS 8 iPhone and iPad apps with Swift. No programming experience required. All you need is a mac.,how-to-make-a-freaking-iphone-app-with-ios-8-and-s,Apps,13.0,11.0,Tuesday,9,7,9,12,30,1,6.90875477931522,0.2654109589041096,7.063903961472068,9.433563920090563,-1.2598262903374722,5.7745515455444085,0.33436532507739936
KickMe:Voice-activated app to interrupt your procrastination,"KickMe disrupts procrastination with a simple, voice-activated app for Mac.",kickme-voice-activated-app-to-interrupt-your-procr,Apps,6.0,4.0,Tuesday,13,10,13,0,25,1,8.566173813637858,0.2654109589041096,7.063903961472068,9.433563920090563,-0.6245417910204016,8.000014093678072,0.374916163648558
Zipline,"Zipline is a new video sharing App, centered around 60 second video creation, video editing tools, and enhanced social networking.",zipline,Apps,1.0,1.0,Wednesday,10,3,10,8,30,1,7.824445930877619,0.2654109589041096,7.063903961472068,9.433563920090563,-0.9590122290541916,5.0369526024136295,0.2
Didactique 2.0: Find the best tutors and teachers!,We make private tutoring accessible and affordable for everyone!,didactique-20-find-the-best-tutors-and-teachers,Apps,8.0,6.0,Sunday,17,3,17,44,30,1,9.06489895748921,0.2654109589041096,7.063903961472068,9.433563920090563,-0.3138357848728308,4.634728988229636,0.25961538461538464
Turtle Friend - A Conservation App Invented by Kids,"A free app invented by 8-year-olds to watch, track, and protect sea turtles around the world.",turtle-friend-sea-turtle-app-invented-by-kids,Apps,9.0,8.0,Monday,14,3,8,37,29,1,10.12667110305036,0.2654109589041096,7.063903961472068,9.433563920090563,0.5265654106330362,8.000014093678072,0.374916163648558
"benobe - Turn Interests, Passions & Purpose into Paychecks",We empower people to make smarter career decisions for more successful lives.,benobe-turn-interests-passions-and-purpose-into-pa,Apps,9.0,8.0,Monday,9,3,9,34,35,1,10.596659732783579,0.2654109589041096,7.063903961472068,9.433563920090563,0.7715404421956136,5.707110264748875,0.23509933774834438
Believe Apps $5.00 - let's try to get to $1200!,Making iPhone And iPad Apps For Children With Life Threatening Illnesses. Changing One Life One App At A Time!,believe-apps-500,Apps,10.0,8.0,Friday,16,1,21,37,13,1,1.791759469228055,0.2654109589041096,7.063903961472068,9.433563920090563,-2.1566114094896136,5.998936561946683,0.297029702970297
WRIO Keyboard,"A keyboard for fast, precise and intelligent writing on your mobile device",wrio-keyboard,Apps,2.0,2.0,Monday,23,8,23,37,30,1,9.238987243972602,0.2654109589041096,7.063903961472068,9.433563920090563,-0.17779187669717147,3.6375861597263857,0.3333333333333333
STUDR: Making College... Socially Simple,"STUDR is an APP that was created to provide a social platform where students can search, create and attend study sessions.",studr-making-college-socially-simple,Apps,5.0,5.0,Tuesday,23,5,17,14,37,1,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,7.323170717943469,0.4346965699208443
ImmerseMe: Using Virtual Reality to Learn Languages,"ImmerseMe is about virtually stepping into a beautiful and culturally authentic location to learn a language, before you travel.",immerseme-using-virtual-reality-to-learn-languages,Apps,7.0,6.0,Friday,6,8,4,9,11,1,9.323561038056463,0.2654109589041096,7.063903961472068,9.433563920090563,-0.10436261174798969,3.9318256327243257,0.21153846153846154
"Complete course: Clone AirBnb with Rails, Bootstrap, jQuery","A Complete Course teaching how to clone AirBnb in 4 weeks with Ruby on Rails, Bootstrap & jQuery: Novice to advanced skill developer.",complete-course-clone-airbnb-with-rails-bootstrap,Apps,8.0,7.0,Tuesday,8,8,8,2,30,1,7.287282106310692,0.2654109589041096,7.063903961472068,9.433563920090563,-1.1462213790666027,5.19295685089021,0.16022099447513813
Official Black Wall Street App: Your Guide to Buying Black,"The OBWS App: Search for local Black businesses with ease while connecting with Black consumers, entrepreneurs and more.",official-black-wall-street-app-your-guide-to-buyin,Apps,10.0,9.0,Tuesday,10,7,10,40,30,1,10.357774570341576,0.2654109589041096,7.063903961472068,9.433563920090563,0.6545158318278557,7.323170717943469,0.4346965699208443
Lingohop: Teaching Everyday Language for Everyday Use,"Traveling abroad? Ditch the phrase book. With our proven approach, you'll learn exactly what you need for real-world situations.",lingohop-teaching-everyday-language-for-everyday-u,Apps,7.0,6.0,Tuesday,6,5,6,329,40,1,10.12667110305036,0.2654109589041096,7.063903961472068,9.433563920090563,0.5265654106330362,5.707110264748875,0.23509933774834438
MVMNT APP | What value can you add to the lives of others?,| Download the app | Get the daily challenge | Make a difference | Go to bed | Wake up | Repeat |,mvmnt-app-what-value-can-you-add-to-the-lives-of-o,Apps,13.0,8.0,Tuesday,22,12,16,5,28,1,8.699681400989514,0.2654109589041096,7.063903961472068,9.433563920090563,-0.5503631246796438,5.598421958998375,0.19557195571955718
YOGA : TIME  |  The best way to practice yoga,YogaTime.tv gives you an instant access to inspiring yoga classes online that are taught by professional and dedicated yoga teachers.,yoga-time-the-best-way-to-practice-yoga,Apps,10.0,9.0,Friday,6,1,6,11,54,1,4.6913478822291435,0.2654109589041096,7.063903961472068,9.433563920090563,-1.7478452051397293,6.71174039505618,0.17496962332928312
Youfigure3D,"Youfigure3D, the internet application that will allow you to send short messages such as small slides with 3D geometric shapes !",youfigure3d,Apps,1.0,1.0,Wednesday,5,6,5,2,25,1,3.9249275283557368,0.2654109589041096,7.063903961472068,9.433563920090563,-1.8731299706447035,3.871201010907891,0.04081632653061224
HappenShare mobile app: Planning Alaska’s Unpredictability,"Created to provide Alaska with updates on unscheduled ""Happenings"" -moose sightings, fresh powder, northern lights, salmon runs  & more",planning-alaskas-unpredictability-experience-every,Apps,6.0,6.0,Friday,19,2,19,714,45,1,8.497194544909547,0.2654109589041096,7.063903961472068,9.433563920090563,-0.660814763621123,3.1780538303479458,0.32
Learn to Code - Create iOS 10 Apps With Swift 3,I'm creating an online course to teach people how to make iPhone apps. We'll use Xcode 8 and Swift to make iOS 10 apps.,learn-to-code-create-ios-10-apps-with-swift-3,Apps,11.0,10.0,Friday,9,6,9,3,30,1,6.90875477931522,0.2654109589041096,7.063903961472068,9.433563920090563,-1.2598262903374722,8.000014093678072,0.374916163648558
Super Easy iPhone Apps - How to Make your First iOS9 App,"Ultimate Beginner Course Series: Enjoy a beginner-friendly forum for creating polished iPhone apps using Swift 2, iOS 9, and Xcode 7.",super-easy-iphone-apps-how-to-make-your-first-ios9,Apps,12.0,10.0,Tuesday,16,7,9,76,45,1,9.210440366976517,0.2654109589041096,7.063903961472068,9.433563920090563,-0.20140787622548764,7.323170717943469,0.4346965699208443
#INFRA - Make Infrared Photography Great Again!,World's First Infrared Photography App. Transform your images from drab to fab! #INFRA emulates the dreamy look of Aerochrome film.,infra-make-infrared-photography-great-again,Apps,7.0,7.0,Saturday,13,7,13,2,30,1,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,6.71174039505618,0.17496962332928312
"Objective Zero App - Fighting Veteran, Military Suicide",The Objective Zero App seeks to eliminate veteran and military suicides by instantly connecting those in crisis to a support community.,objective-zero-app-fighting-veteran-military-suici,Apps,8.0,8.0,Monday,10,12,10,5,30,1,10.463131911491967,0.2654109589041096,7.063903961472068,9.433563920090563,0.707822958288449,8.000014093678072,0.374916163648558
Nothing But Net,Nothing But Net will bring basketball back to the neighbourhood by hanging a chain net on every council owned court in Melbourne.,nothing-but-net,Apps,3.0,3.0,Thursday,17,6,17,45,30,1,9.325866720116519,0.2654109589041096,7.063903961472068,9.433563920090563,-0.10228326575389936,5.19295685089021,0.16022099447513813
RapidSOS One-Touch-911,"Award-winning technology to bring 911 to the 21st Century, with one touch 911 is alerted with unprecedented data about your emergency",rapidsos-one-touch-911,Apps,2.0,2.0,Thursday,14,3,14,4,40,1,11.002116507732017,0.2654109589041096,7.063903961472068,9.433563920090563,0.9433425447827366,6.066108090103747,0.42592592592592593
FEMM Women's health Android App,Help build FEMM's android app! FEMM android will help us reach  women around the world to support their health and fertility.,femm-womens-health-android-app,Apps,5.0,5.0,Wednesday,16,11,16,8,30,1,9.90353755128617,0.2654109589041096,7.063903961472068,9.433563920090563,0.3852444626675859,7.323170717943469,0.4346965699208443
Freedcamp Mobile App - the free project management platform,Free project management application for your mobile device.,freedcamp-mobile-app-the-free-project-management-p,Apps,9.0,8.0,Monday,10,9,10,116,30,1,8.987321812850125,0.2654109589041096,7.063903961472068,9.433563920090563,-0.36896854211444524,8.000014093678072,0.374916163648558
Hip Money App & The FU Movement,"An app that helps people better their financial futures, while saying FU to our country’s greedy and phony financial system. #FINGERSUP",hip-money-app-and-the-fu-movement,Apps,7.0,7.0,Wednesday,10,4,10,22,30,1,9.61587214452889,0.2654109589041096,7.063903961472068,9.433563920090563,0.16746865016682644,3.828641396489095,0.23404255319148937
"Knoc: an app promoting the ""sharing of economy"" in colleges","Knoc ""uber-izes"" idle resource in colleges (ex. knowledge, skills) and connects students based on their needs and their ability to help",knoc-the-best-app-for-college-students-to-earn-mon,Apps,10.0,6.0,Wednesday,10,6,9,46,42,1,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,6.066108090103747,0.42592592592592593
Geo AR Games: Getting Kids off the Couch and Active Outside,Mobile outdoor games that get kids off the couch and allow them to create and interact with their own imaginary world outdoors,geo-ar-games-getting-kids-off-the-couch-and-active,Apps,11.0,8.0,Tuesday,6,1,20,112,30,1,8.819915377200209,0.2654109589041096,7.063903961472068,9.433563920090563,-0.478497790801269,2.772588722239781,0.35294117647058826
Walktopus app para encontrar clases,La app en la que puedes encontrar clases presenciales con los mejores expertos cerca de ti.,walktopus,Apps,5.0,5.0,Tuesday,11,11,11,7,30,1,9.179664027516885,0.2654109589041096,7.063903961472068,9.433563920090563,-0.22625860854059573,1.3862943611198906,0.6
Raspberry Pi Server for my Android App,Help me purchase a Raspberry Pi 2 to build as a server for the back end of my new transit app.,raspberry-pi-server-for-my-android-app,Apps,7.0,5.0,Saturday,0,6,0,0,30,1,4.454347296253507,0.2654109589041096,7.063903961472068,9.433563920090563,-1.788289560023023,7.323170717943469,0.4346965699208443
Food Storage Tracking App - Made with YOUR input!,Take part in the creative process! Lets make a food storage tracking app together. Join my experiment to make the perfect app!,food-storage-tracking-app-made-with-your-input,Apps,9.0,8.0,Monday,11,9,11,198,30,1,5.5254529391317835,0.2654109589041096,7.063903961472068,9.433563920090563,-1.590889138850302,5.7745515455444085,0.33436532507739936
